Domain,Registrar,Creation_Date,Update_Date,SSL_Issuer,SSL_TTL,First octet,Second octet,Third octet,Fourth octet,NumOfIPs,TXTRecord,SPF,MX,DKIM,DMARC,AS,HTTP_Status,Server,Entropy,Vowel_Ratio,Consonant_Ratio,Numerical_Ratio,Special_Char_Ratio,Vowel_Sequence,Consonant_Sequence,Numerical_Sequence,Special_Char_Sequence,Is_Unicode,Levenshtein_Distance,Contains_Blacklisted,Last_is_sk,Location,Class
the-north-face.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,52,196,242,179,150,1,0,0,0,0,0,58065,200,Apache,3.62,0.24,0.59,0.0,0.12,1,3,0,1,False,16,False,False,South Africa,1
oktip.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,1.0,DigiCert Inc,164,92,240,253,41,1,1,1,1,0,0,29405,200,None,2.75,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Slovakia,0
asosslovensko.sk,"WebHouse, s.r.o.",3.0,3.0,Google Trust Services,60,104,21,80,1,7,0,0,0,0,0,13335,403,cloudflare,2.85,0.31,0.62,0.0,0.0,1,3,0,0,False,15,True,False,Canada,1
rysyhotel.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,Let's Encrypt,31,62,171,135,176,1,1,1,1,0,0,51167,200,nginx/1.18.0 (Ubuntu),3.25,0.33,0.58,0.0,0.0,1,2,0,0,False,11,False,False,France,0
hotelfrantisek.sk,"Lemon Lion, s.r.o.",4.0,3.0,Let's Encrypt,79,78,46,128,182,1,1,1,1,0,1,24940,200,Apache,3.62,0.29,0.65,0.0,0.0,1,3,0,0,False,16,False,False,Germany,0
balmainslovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,84,104,21,75,144,2,0,0,0,0,0,13335,403,cloudflare,3.47,0.32,0.63,0.0,0.0,2,3,0,0,False,18,True,False,Canada,1
hotelgalileo.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,37,37,9,175,133,1,1,1,1,0,0,51013,200,openresty,3.32,0.4,0.53,0.0,0.0,2,2,0,0,False,14,False,False,Slovakia,0
velkymeder.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,54,88,86,102,6,1,1,1,1,1,1,39392,200,Microsoft-IIS/8.5,3.18,0.31,0.62,0.0,0.0,1,2,0,0,False,12,False,False,Czechia,0
schiesserslovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,89,104,21,74,131,2,0,0,0,0,0,13335,200,cloudflare,3.24,0.29,0.67,0.0,0.0,2,3,0,0,False,20,True,False,Canada,1
arketbratislava.sk,NETIM,4.0,3.0,Let's Encrypt,55,165,231,4,222,1,0,0,0,0,0,57858,403,nginx,3.28,0.33,0.61,0.0,0.0,1,3,0,0,False,17,True,False,Seychelles,1
vavakademy.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,39,37,9,175,188,1,1,1,1,0,0,51013,200,openresty,3.03,0.38,0.54,0.0,0.0,1,2,0,0,False,12,False,False,Slovakia,0
lecoqsportifbratislava.sk,NETIM,4.0,3.0,Let's Encrypt,53,165,231,198,21,1,0,0,0,0,0,58065,403,Apache/2,3.86,0.32,0.64,0.0,0.0,1,3,0,0,False,24,True,False,Estonia,1
reebokonline.sk,NETIM,4.0,3.0,Google Trust Services,48,104,21,60,19,2,0,0,0,0,0,13335,403,cloudflare,3.19,0.4,0.53,0.0,0.0,2,2,0,0,False,14,True,False,Canada,1
eautoskola.sk,"INTERNET CZ, a.s.",4.0,3.0,Let's Encrypt,82,193,163,77,159,1,1,1,1,1,1,29405,200,nginx,3.09,0.46,0.46,0.0,0.0,3,2,0,0,False,12,False,False,Slovakia,0
armanioutlet.sk,NETIM,4.0,3.0,Let's Encrypt,80,196,244,195,111,1,0,0,0,0,0,41564,403,nginx,3.64,0.4,0.53,0.0,0.0,3,2,0,0,False,14,True,False,Singapore,1
supreme-slovensko.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,55,165,231,64,23,1,0,0,0,0,0,48950,200,Apache,3.48,0.3,0.6,0.0,0.05,1,3,0,1,False,19,True,False,Germany,1
teniskyunderarmour.sk,NETIM,4.0,3.0,ZeroSSL,85,158,222,4,5,1,0,0,0,0,0,63119,403,Apache/2,3.69,0.38,0.57,0.0,0.0,2,2,0,0,False,20,True,False,Seychelles,1
topky.sk,"Zoznam, s.r.o.",4.0,3.0,Sectigo Limited,262,213,81,185,100,1,1,1,1,0,0,6855,200,cloudflare,2.75,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Slovakia,0
skinizna.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,75,86,110,243,41,1,1,1,1,0,1,29405,200,Apache,2.73,0.27,0.64,0.0,0.0,1,2,0,0,False,10,False,False,Slovakia,0
domacaudiaren.sk,"INTERNET CZ, a.s.",4.0,3.0,Actalis S.p.A.,219,185,129,138,202,1,1,0,1,0,1,24806,200,aruba-proxy,3.58,0.44,0.5,0.0,0.0,2,2,0,0,False,15,False,False,Czechia,0
hotel-san.sk,"Webglobe, a.s.",4.0,2.0,Let's Encrypt,64,83,167,249,7,1,1,1,1,1,1,24971,200,Apache,3.42,0.25,0.58,0.0,0.08,1,2,0,1,False,11,False,False,Czechia,0
drajv.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,42,185,110,51,54,1,1,1,1,0,1,47544,200,LiteSpeed,3.0,0.12,0.75,0.0,0.0,1,2,0,0,False,7,False,False,Poland,0
eperia.sk,"+421 Web Services, s.r.o.",4.0,2.0,Let's Encrypt,46,37,9,175,157,1,1,1,1,0,1,51013,200,openresty,2.95,0.44,0.44,0.0,0.0,2,2,0,0,False,8,False,False,Slovakia,0
hotelsmokovec.sk,"MYSTERY MACHINE, s.r.o.",4.0,3.0,None,0,46,4,84,171,1,1,1,1,1,1,24940,200,Apache/2,3.33,0.31,0.62,0.0,0.0,1,3,0,0,False,15,False,False,Germany,0
novabana.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,61,81,89,56,117,1,1,1,1,0,0,29405,200,nginx,2.85,0.36,0.55,0.0,0.0,1,2,0,0,False,10,False,False,Slovakia,0
software-foundation.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,55,37,9,175,133,1,1,1,1,0,0,51013,200,openresty,3.79,0.36,0.55,0.0,0.05,2,3,0,1,False,21,False,False,Slovakia,1
raybanokuliare.sk,Smartweb s.r.o.,4.0,2.0,None,112,109,74,157,53,1,1,1,1,1,1,29405,200,nginx,3.57,0.47,0.47,0.0,0.0,2,2,0,0,False,16,True,False,Slovakia,1
schollbratislava.sk,NETIM,4.0,3.0,ZeroSSL,54,165,231,222,117,1,0,0,0,0,0,58065,403,Apache/2,3.5,0.26,0.68,0.0,0.0,1,4,0,0,False,18,True,False,United States,1
ski-gruniky.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,86,185,175,85,22,1,1,1,1,0,0,44984,200,nginx/1.24.0,3.18,0.29,0.57,0.0,0.07,1,2,0,1,False,13,False,False,Czechia,0
skipark.sk,ZONER s.r.o.,4.0,1.0,DigiCert Inc,61,217,198,116,173,1,1,1,1,0,1,34222,200,Apache/2.4.54 (Debian),2.65,0.2,0.7,0.0,0.0,1,2,0,0,False,9,False,False,Czechia,0
bratislava.sk,Hlavné mesto Slovenskej republiky Bratislava,4.0,2.0,Let's Encrypt,71,172,67,72,209,3,1,1,1,0,1,13335,200,cloudflare,3.18,0.31,0.62,0.0,0.0,1,2,0,0,False,12,True,False,Canada,0
prosluzby.sk,"ACTIVE 24, s.r.o.",4.0,1.0,Let's Encrypt,86,31,15,10,167,1,1,1,1,0,0,25234,200,nginx,3.42,0.25,0.67,0.0,0.0,1,2,0,0,False,11,False,False,Czechia,1
hotelstefanik.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,60,37,9,175,189,1,1,1,1,0,0,51013,200,openresty,3.5,0.31,0.62,0.0,0.0,1,3,0,0,False,15,False,False,Slovakia,0
hoteljelenpezinok.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,34,37,9,175,156,1,1,1,1,0,0,51013,200,openresty,3.52,0.35,0.6,0.0,0.0,1,2,0,0,False,19,False,False,Slovakia,0
hotelarli.sk,Q7 digital media s.r.o.,4.0,3.0,None,166,62,168,94,179,1,0,0,1,1,0,5578,200,Apache/2.2.22 (@RELEASE@),3.42,0.33,0.58,0.0,0.0,1,2,0,0,False,11,False,False,Slovakia,0
icepeaksk.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,82,104,21,32,1,7,0,0,0,0,0,13335,200,cloudflare,2.86,0.33,0.58,0.0,0.0,2,3,0,0,False,11,False,True,Canada,1
hotelmousson.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,54,37,9,175,196,1,1,1,1,0,0,51013,200,openresty,3.27,0.33,0.6,0.0,0.0,2,2,0,0,False,14,False,False,Slovakia,0
stevemaddenbratislava.sk,NETIM,4.0,3.0,ZeroSSL,56,196,244,195,16,1,0,0,0,0,0,41564,403,Apache/2,3.61,0.33,0.62,0.0,0.0,1,3,0,0,False,23,True,False,Singapore,1
lornajaneoutlet.sk,NETIM,4.0,3.0,Let's Encrypt,53,165,231,198,9,1,0,0,0,0,0,58065,403,Apache/2,3.5,0.39,0.56,0.0,0.0,3,2,0,0,False,17,True,False,Estonia,1
crocslacne.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,63,165,231,180,117,1,0,0,0,0,0,58065,200,Apache,3.18,0.23,0.69,0.0,0.0,1,3,0,0,False,12,True,False,Estonia,1
brooks-slovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,54,104,21,93,75,2,0,0,0,0,0,13335,403,cloudflare,3.16,0.26,0.63,0.0,0.05,2,3,0,1,False,18,True,False,Canada,1
dcshoesslovakia.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,62,104,21,44,3,2,0,0,0,0,0,13335,200,cloudflare,3.39,0.33,0.61,0.0,0.0,2,4,0,0,False,17,True,False,Canada,1
101drogeria.sk,Websupport s.r.o.,3.0,1.0,Let's Encrypt,58,37,9,175,195,1,1,1,1,0,0,51013,200,openresty,3.52,0.29,0.43,0.21,0.0,2,2,3,0,False,13,False,False,Slovakia,0
tyrslovensko.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,26,165,231,158,171,1,0,0,0,0,0,58065,200,Apache,3.32,0.27,0.67,0.0,0.0,1,3,0,0,False,14,True,False,Russia,1
vip-moda.eu,None,None,None,Let's Encrypt,42,46,28,106,210,1,0,0,1,0,0,197019,200,Apache,3.46,0.45,0.36,0.0,0.09,2,1,0,1,False,10,False,False,Czechia,1
kosicejuh.sk,Websupport s.r.o.,4.0,3.0,None,0,37,9,175,181,1,1,1,1,0,0,51013,0,None,3.25,0.33,0.58,0.0,0.0,1,2,0,0,False,11,False,False,Slovakia,0
palladiumsk.sk,"WebHouse, s.r.o.",4.0,3.0,Google Trust Services,44,104,21,96,1,7,0,0,0,0,0,13335,403,cloudflare,3.24,0.29,0.64,0.0,0.0,2,3,0,0,False,13,False,True,Canada,1
salomonstore.sk,Gransy s.r.o.,4.0,3.0,Google Trust Services,81,104,21,23,230,2,1,0,0,0,0,13335,200,cloudflare,3.27,0.33,0.6,0.0,0.0,1,3,0,0,False,14,True,False,Canada,1
skicertovica.sk,"Webglobe, a.s.",4.0,4.0,None,108,212,89,224,72,1,1,1,1,0,1,12508,200,Apache,3.37,0.33,0.6,0.0,0.0,1,2,0,0,False,14,False,False,Slovakia,0
reservedslovensko.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,76,196,247,231,19,1,0,0,0,0,0,58065,200,Apache,3.12,0.3,0.65,0.0,0.0,1,3,0,0,False,19,True,False,None,1
stropkov.sk,"WEBY GROUP, s.r.o.",4.0,3.0,Let's Encrypt,44,82,119,224,201,1,1,1,1,0,1,5578,200,Apache,2.91,0.18,0.73,0.0,0.0,1,3,0,0,False,10,False,False,Slovakia,0
topankyvibram.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,29,104,160,10,30,1,0,0,0,0,0,48950,200,Apache,3.75,0.31,0.62,0.0,0.0,1,2,0,0,False,15,True,False,None,1
eccoeshopsk.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,85,104,21,80,1,7,0,0,0,0,0,13335,403,cloudflare,2.9,0.29,0.64,0.0,0.0,2,3,0,0,False,13,True,True,Canada,1
drmartensslovensko-sk.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,42,196,245,153,242,1,0,0,0,0,0,41564,200,Apache,3.57,0.21,0.71,0.0,0.04,1,4,0,1,False,23,True,True,Slovakia,1
auparkkosice.sk,"Webglobe, a.s.",4.0,1.0,Let's Encrypt,68,57,153,167,86,1,1,1,1,0,1,8075,200,nginx,3.32,0.4,0.53,0.0,0.0,2,3,0,0,False,14,False,False,Netherlands,0
gaborvypredaj.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,9,196,244,47,84,1,0,0,0,0,0,58065,200,Apache,3.75,0.31,0.62,0.0,0.0,1,2,0,0,False,15,True,False,Canada,1
joyashoesonlinesale.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,42,104,21,88,143,2,0,0,0,0,0,13335,520,cloudflare,3.39,0.45,0.5,0.0,0.0,3,2,0,0,False,21,True,False,Canada,1
vranov.sk,"K3 GROUP, s. r. o.",4.0,3.0,Let's Encrypt,51,37,9,175,157,1,1,1,1,0,0,51013,200,openresty,2.95,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
pumaslovensko.sk,"WebHouse, s.r.o.",3.0,3.0,Google Trust Services,52,104,21,32,1,7,0,0,0,0,0,13335,403,cloudflare,3.45,0.31,0.62,0.0,0.0,1,3,0,0,False,15,True,False,Canada,1
tamaris-slovensko.sk,Gransy s.r.o.,4.0,4.0,Let's Encrypt,50,158,222,2,62,1,0,0,0,0,0,63119,200,Apache,3.62,0.3,0.6,0.0,0.05,1,3,0,1,False,19,True,False,United States,1
hotelgalanta.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,25,37,9,175,189,1,1,1,1,0,0,51013,200,openresty,3.32,0.33,0.6,0.0,0.0,1,2,0,0,False,14,False,False,Slovakia,0
suprisimo.sk,"ACTIVE 24, s.r.o.",4.0,3.0,None,0,162,159,136,54,2,1,1,1,0,0,13335,409,cloudflare,3.02,0.33,0.58,0.0,0.0,1,2,0,0,False,11,False,False,Canada,1
uvs.sk,"Comsultia, s.r.o.",4.0,3.0,Let's Encrypt,15,93,185,111,212,1,1,1,1,0,0,43541,200,nginx,2.25,0.17,0.67,0.0,0.0,1,2,0,0,False,5,False,False,Czechia,0
abchotel.sk,"WEDOS Internet, a.s.",4.0,2.0,None,0,89,221,213,77,1,0,0,1,0,0,197019,200,ATS,3.46,0.27,0.64,0.0,0.0,1,3,0,0,False,10,False,False,Czechia,0
galeriamartin.sk,THR Systems a.s.,4.0,4.0,Let's Encrypt,43,46,28,106,222,1,1,1,1,0,1,197019,200,Apache,3.45,0.38,0.56,0.0,0.0,2,2,0,0,False,15,False,False,Czechia,0
merrelleshopsk.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,52,196,245,153,216,1,0,0,0,0,0,41564,200,Apache,3.18,0.24,0.71,0.0,0.0,1,3,0,0,False,16,True,True,None,1
sorea.sk,"SWAN, a. s.",4.0,3.0,ZeroSSL,31,46,101,209,247,1,1,1,1,0,1,14061,200,nginx,2.75,0.38,0.5,0.0,0.0,2,2,0,0,False,7,False,False,Germany,0
zakonypreludi.sk,"USR Services, s.r.o.",4.0,2.0,Let's Encrypt,54,188,244,63,65,1,1,1,1,0,0,25424,200,Microsoft-IIS/10.0,3.88,0.38,0.56,0.0,0.0,1,2,0,0,False,15,False,False,Czechia,0
uvzsr.sk,"Slovanet, a. s.",4.0,2.0,DigiCert Inc,28,141,147,12,210,1,1,1,1,0,1,31898,0,None,2.75,0.12,0.75,0.0,0.0,1,4,0,0,False,7,False,False,Germany,0
kupelesliac.sk,"Webglobe, a.s.",4.0,2.0,Let's Encrypt,57,37,9,175,197,1,1,1,1,0,1,51013,200,openresty,3.24,0.36,0.57,0.0,0.0,2,2,0,0,False,13,True,False,Slovakia,0
mojetopanky.sk,AB Name ISP,3.0,1.0,Google Trust Services,35,172,67,213,218,2,1,1,1,0,0,13335,200,cloudflare,3.52,0.36,0.57,0.0,0.0,1,2,0,0,False,13,True,False,Canada,1
mizuno-slovensko.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,42,165,231,64,8,1,0,0,0,0,0,48950,200,Apache,3.54,0.32,0.58,0.0,0.05,1,3,0,1,False,18,True,False,None,1
tamariseshop.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,50,196,247,30,105,1,0,0,0,0,0,41564,200,Apache,3.46,0.33,0.6,0.0,0.0,1,2,0,0,False,14,True,False,United States,1
salomon-obuv.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,37,165,231,154,222,1,0,0,0,0,0,58065,200,Apache,3.46,0.33,0.53,0.0,0.07,1,2,0,1,False,14,True,False,United States,1
setripriestor.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,24,37,9,175,189,1,1,1,1,0,0,51013,200,openresty,3.03,0.31,0.62,0.0,0.0,2,2,0,0,False,15,False,False,Slovakia,1
marellaeshop.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,45,196,245,230,35,1,0,0,0,0,0,58065,200,Apache,3.37,0.33,0.6,0.0,0.0,2,2,0,0,False,14,True,False,Germany,1
pandora-sk.sk,"WebHouse, s.r.o.",3.0,2.0,Google Trust Services,35,104,21,45,68,2,0,0,0,0,0,13335,403,cloudflare,3.24,0.23,0.62,0.0,0.08,1,2,0,1,False,12,False,True,Canada,1
stripterky.sk,Gransy s.r.o.,4.0,3.0,Google Trust Services,34,104,21,1,146,2,1,1,0,0,0,13335,200,cloudflare,3.09,0.23,0.69,0.0,0.0,1,3,0,0,False,12,False,False,Canada,1
mizunoteniskysk.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,63,104,21,17,209,2,0,0,0,0,0,13335,404,cloudflare,3.42,0.33,0.61,0.0,0.0,1,2,0,0,False,17,True,True,Canada,1
yeezybratislava.sk,NETIM,4.0,4.0,ZeroSSL,73,196,196,211,249,1,1,1,1,0,0,58065,403,Apache/2,3.57,0.44,0.5,0.0,0.0,3,2,0,0,False,17,True,False,Sweden,1
tamarisslovensko.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,18,196,245,153,203,1,0,0,0,0,0,41564,200,Apache,3.51,0.32,0.63,0.0,0.0,1,3,0,0,False,18,True,False,Slovakia,1
snowparadise.sk,"CNC, a.s.",4.0,3.0,Let's Encrypt,88,195,201,116,118,1,1,1,1,0,0,24940,200,Apache/2.4.25 (Debian),3.46,0.33,0.6,0.0,0.0,1,2,0,0,False,14,False,False,Germany,0
mojadm.sk,"WebHouse, s.r.o.",4.0,1.0,Let's Encrypt,36,35,201,94,164,1,1,1,1,0,1,396982,200,None,2.95,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,United States,0
balenciagaslovensko.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,45,165,231,64,8,1,0,0,0,0,0,48950,200,Apache,3.57,0.36,0.59,0.0,0.0,2,3,0,0,False,21,True,False,Germany,1
hotelboboty.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,72,20,8,80,89,1,1,1,1,0,0,8075,200,None,3.18,0.36,0.57,0.0,0.0,1,2,0,0,False,13,False,False,Netherlands,0
sladkovicovo.sk,"INTERNET CZ, a.s.",4.0,3.0,Let's Encrypt,51,88,86,102,11,1,1,1,1,0,0,39392,200,Microsoft-IIS/8.5,3.19,0.33,0.6,0.0,0.0,1,2,0,0,False,14,False,False,Czechia,0
mager.sk,"WebHouse, s.r.o.",4.0,1.0,Let's Encrypt,51,91,107,197,42,1,0,0,1,0,1,24940,200,None,3.0,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Germany,0
goldberghsk.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,82,172,67,202,150,2,0,0,0,0,0,13335,200,cloudflare,3.38,0.14,0.79,0.0,0.0,1,5,0,0,False,13,False,True,Canada,1
martinus.sk,"Webglobe, a.s.",4.0,3.0,Sectigo Limited,371,185,59,210,26,1,1,1,1,0,1,43541,200,nginx,3.28,0.27,0.64,0.0,0.0,1,2,0,0,False,10,False,False,Czechia,0
reklama.sk,"ELBIA, s. r. o.",4.0,3.0,Let's Encrypt,46,109,74,156,3,1,1,1,1,0,1,29405,200,RANDOM,2.92,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Slovakia,0
puncovyurad.sk,"C&C Tech, s.r.o.",4.0,2.0,Let's Encrypt,84,109,74,145,54,1,1,1,1,0,0,29405,200,Apache/2.4.62 (Debian),3.66,0.36,0.57,0.0,0.0,2,2,0,0,False,13,False,False,Slovakia,0
basetoold.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,80,91,240,20,64,1,1,1,1,0,0,59939,200,Apache/2,3.25,0.33,0.58,0.0,0.0,2,2,0,0,False,11,False,False,The Netherlands,1
e-vuc.sk,Websupport s.r.o.,4.0,1.0,DigiCert Inc,392,88,198,46,211,1,1,1,1,0,1,24940,200,nginx,3.0,0.25,0.5,0.0,0.12,1,2,0,1,False,7,False,False,Germany,0
decathlonbratislava.sk,NETIM,4.0,3.0,ZeroSSL,40,196,196,192,205,1,0,0,0,0,0,41564,403,Apache/2,3.82,0.32,0.64,0.0,0.0,1,3,0,0,False,21,True,False,Ireland,1
trnava.sk,Václav Paul - JEREMY,4.0,3.0,"DigiCert, Inc.",298,62,168,68,108,1,1,1,1,1,1,5578,200,Apache,2.95,0.22,0.67,0.0,0.0,1,3,0,0,False,8,False,False,Slovakia,0
pravda.sk,"Webglobe, a.s.",4.0,3.0,DigiCert Inc,66,217,67,31,48,1,1,1,1,1,1,5578,200,nginx/1.10.3,2.95,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
airjordan.sk,Gransy s.r.o.,4.0,3.0,Google Trust Services,57,172,67,143,99,2,0,0,0,0,0,13335,403,cloudflare,3.25,0.33,0.58,0.0,0.0,2,2,0,0,False,11,False,False,Canada,1
salomon-sk.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,53,196,245,153,223,1,0,0,0,0,0,41564,200,Apache,3.03,0.23,0.62,0.0,0.08,1,2,0,1,False,12,False,True,Slovakia,1
galeriakosice.sk,"ELBIA, s. r. o.",4.0,3.0,Let's Encrypt,50,87,118,88,120,1,1,1,1,0,1,31103,200,nginx,3.38,0.44,0.5,0.0,0.0,2,2,0,0,False,15,False,False,Germany,0
sebastovce.sk,"INTERNET CZ, a.s.",4.0,3.0,Actalis S.p.A.,175,185,129,138,40,1,0,0,1,0,0,24806,200,Apache,3.18,0.31,0.62,0.0,0.0,1,2,0,0,False,12,False,False,Czechia,0
winwin.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,80,212,57,32,128,1,1,1,1,1,1,48689,200,nginx,2.5,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,1
skechersslovakia.sk,Websupport s.r.o.,4.0,2.0,None,0,37,9,175,11,1,1,1,1,0,0,51013,200,openresty,3.37,0.32,0.63,0.0,0.0,2,4,0,0,False,18,True,False,Slovakia,1
znalec-sr.sk,"ACTIVE 24, s.r.o.",4.0,3.0,Let's Encrypt,85,31,15,10,118,1,1,1,1,0,0,25234,200,nginx,3.42,0.17,0.67,0.0,0.08,1,2,0,1,False,11,False,False,Czechia,1
hotelaston.sk,LAN Systems s.r.o.,4.0,3.0,Let's Encrypt,29,86,110,243,39,1,1,1,1,0,0,29405,200,Apache,3.24,0.31,0.62,0.0,0.0,1,2,0,0,False,12,False,False,Slovakia,0
propetbratislava.sk,NETIM,4.0,3.0,Google Trust Services,47,172,67,177,223,2,0,0,0,0,0,13335,403,cloudflare,3.58,0.32,0.63,0.0,0.0,1,3,0,0,False,18,True,False,Canada,1
hotelphoenix.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,80,217,67,30,92,1,1,1,1,1,1,5578,200,nginx,3.51,0.33,0.6,0.0,0.0,2,3,0,0,False,14,False,False,Slovakia,0
znalecky-posudok-cena.sk,"ACTIVE 24, s.r.o.",4.0,2.0,Let's Encrypt,62,31,15,10,199,1,1,1,1,0,0,25234,200,nginx,3.8,0.33,0.54,0.0,0.08,1,2,0,1,False,23,False,False,Czechia,1
02909.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,61,202,95,15,138,2,0,0,0,0,0,152194,200,PWS/8.3.1.0.8,2.5,0.0,0.25,0.62,0.0,0,2,5,0,False,7,False,False,Malaysia,1
primarkslovensko.sk,Key-Systems GmbH,4.0,1.0,Let's Encrypt,50,165,231,64,53,1,0,0,0,0,0,48950,200,Apache,3.54,0.26,0.68,0.0,0.0,1,4,0,0,False,18,True,False,Germany,1
vrbove.sk,SOLTEC s.r.o.,4.0,3.0,None,88,46,229,224,108,1,1,1,1,0,0,29405,200,Apache/2.4.37 (AlmaLinux) OpenSSL/1.1.1k mod_fcgid/2.3.9 PHP/7.4.33,2.95,0.22,0.67,0.0,0.0,1,3,0,0,False,8,False,False,Slovakia,0
thomassaboslovensko.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,29,196,245,230,15,1,0,0,0,0,0,58065,200,Apache,3.39,0.32,0.64,0.0,0.0,1,3,0,0,False,21,True,False,Germany,1
hotelimpiq.sk,KIOS a.s.,4.0,3.0,Let's Encrypt,49,37,9,175,179,1,1,1,1,0,1,51013,200,openresty,3.55,0.31,0.62,0.0,0.0,1,2,0,0,False,12,False,False,Slovakia,0
hotelthermal.sk,Smartweb s.r.o.,4.0,3.0,Let's Encrypt,37,37,9,175,157,3,1,1,1,1,0,51013,200,openresty,3.37,0.27,0.67,0.0,0.0,1,3,0,0,False,14,False,False,Slovakia,0
basetoool.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,80,91,240,20,64,1,1,1,1,0,0,59939,200,nginx,3.02,0.42,0.5,0.0,0.0,3,2,0,0,False,11,False,False,The Netherlands,1
revuca.sk,"WEBY GROUP, s.r.o.",4.0,3.0,Let's Encrypt,44,82,119,224,201,1,1,1,1,0,1,5578,200,Apache,3.17,0.33,0.56,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
shopsy.sk,"ELBIA, s. r. o.",4.0,3.0,Let's Encrypt,71,5,9,108,246,1,1,0,1,0,0,24940,200,nginx/1.18.0,2.64,0.22,0.67,0.0,0.0,1,2,0,0,False,8,True,False,Germany,1
sophiawebsterbratislava.sk,NETIM,4.0,3.0,ZeroSSL,56,196,196,211,28,1,0,0,0,0,0,58065,403,nginx,3.7,0.35,0.62,0.0,0.0,2,3,0,0,False,25,True,False,Sweden,1
avpro.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,49,217,67,30,34,1,1,1,1,1,1,5578,200,nginx,3.0,0.25,0.62,0.0,0.0,1,3,0,0,False,7,False,False,Slovakia,0
sikulio.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,35,77,78,104,3,1,1,1,1,0,1,15685,200,Apache/2.4.25 (Debian),2.72,0.4,0.5,0.0,0.0,2,2,0,0,False,9,False,False,Czechia,1
triedaonline.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,62,172,67,214,33,2,0,0,0,0,0,13335,403,cloudflare,3.51,0.4,0.53,0.0,0.0,2,2,0,0,False,14,True,False,Canada,1
